Passport,Destination,Requirement,duration,passport-id
AF,KZ,visa required,0,85
AF,KE,e-visa,90,86
AF,KI,visa required,0,87
AF,XK,visa required,0,88
AF,KW,visa required,0,89
AF,KG,e-visa,0,90
AF,LA,visa required,0,91
AF,LV,visa required,0,92
AF,LB,visa required,0,93
AF,LS,e-visa,14,94
AF,LR,visa required,0,95
AF,LY,visa required,0,96
AF,LI,visa required,0,97
AF,LT,visa required,0,98
AF,LU,visa required,0,99
AF,MO,visa on arrival,30,100
AF,MG,visa on arrival,90,101
AF,MW,e-visa,90,102
AF,MY,e-visa,30,103
AF,MV,visa on arrival,30,104
AF,ML,visa required,0,105
AF,MT,visa required,0,106
AF,MH,visa required,0,107
AF,MR,visa on arrival,0,108
AF,MU,visa required,0,109
AF,MX,visa required,0,110
AF,MD,e-visa,0,111
AF,MC,visa required,0,112
AF,MN,visa required,0,113
AF,ME,visa required,0,114
AF,MA,visa required,0,115
AF,MZ,visa on arrival,30,116
AF,MM,visa required,0,117
AF,,visa required,0,118
AF,NR,visa required,0,119
AF,NP,visa required,0,120
AF,NL,visa required,0,121
AF,NZ,visa required,0,122
AF,NI,visa required,0,123
AF,NE,visa required,0,124
AF,NG,e-visa,0,125
AF,KP,visa required,0,126
AF,MK,visa required,0,127
AF,NO,visa required,0,128
AF,OM,e-visa,0,129
AF,PK,e-visa,0,130
AF,PW,visa on arrival,30,131
AF,PS,visa required,0,132
AF,PA,visa required,0,133
AF,PG,visa required,0,134
AF,PY,visa required,0,135
AF,PE,visa required,0,136
AF,PH,visa required,0,137
AF,PL,visa required,0,138
AF,PT,visa required,0,139
AF,QA,visa required,0,140
AF,RO,visa required,0,141
AF,RU,visa required,0,142
AF,RW,visa on arrival,30,143
AF,KN,e-visa,0,144
AF,LC,visa required,0,145
AF,WS,visa on arrival,90,146
AF,SM,visa required,0,147
AF,ST,e-visa,0,148
AF,SA,visa required,0,149
AF,SN,visa required,0,150
AF,RS,visa required,0,151
AF,SL,e-visa,0,152
AF,SG,e-visa,0,153
AF,SK,visa required,0,154
AF,SI,visa required,0,155
AF,SB,visa required,0,156
AF,SO,visa required,0,157
AF,ZA,visa required,0,158
AF,KR,e-visa,0,159
AF,SS,e-visa,0,160
AF,ES,visa required,0,161
AF,LK,e-visa,30,162
AF,VC,visa required,0,163
AF,SD,visa required,0,164
AF,SR,e-visa,90,165
AF,SE,visa required,0,166
AF,CH,visa required,0,167
AF,SY,visa required,0,168
AF,TW,visa required,0,169
AF,TJ,e-visa,0,170
AF,TZ,e-visa,0,171
AF,TH,visa required,0,172
AF,TL,visa on arrival,30,173
AF,TG,visa on arrival,15,174
AF,TO,visa required,0,175
AF,TT,visa required,0,176
AF,TN,visa required,0,177
AF,TM,visa required,0,178
AF,TV,visa on arrival,30,179
AF,TR,visa required,0,180
AF,UG,e-visa,0,181
AF,UA,visa required,0,182
AF,AE,visa required,0,183
AF,GB,visa required,0,184
AF,US,visa required,0,185
AF,UY,visa required,0,186
AF,UZ,e-visa,0,187
AF,VU,visa required,0,188
AF,VA,visa required,0,189
AF,VE,visa required,0,190
AF,VN,e-visa,90,191
AF,YE,visa required,0,192
AF,ZM,e-visa,0,193
AF,ZW,e-visa,0,194
AF,AF,-1,0,195
AF,DM,-1,0,196
AF,HT,-1,0,197
AF,SC,-1,0,198
AL,AL,-1,0,199
AL,DZ,visa required,0,200
AL,AD,-1,0,201
AL,AO,visa required,0,202
AL,AG,-1,0,203
AL,AR,visa required,0,204
AL,AM,-1,0,205
AL,AU,e-visa,0,206
AL,AT,-1,0,207
AL,AZ,e-visa,30,208
AL,BS,e-visa,0,209
AL,BH,e-visa,0,210
AL,BD,visa on arrival,30,211
AL,BB,-1,0,212
AL,BY,-1,0,213
AL,BE,-1,0,214
AL,BZ,visa required,0,215
AL,BJ,e-visa,0,216
AL,BT,e-visa,0,217
AL,BO,visa on arrival,90,218
AL,BA,-1,0,219
AL,BW,e-visa,0,220
AL,BR,-1,0,221
AL,BN,visa required,0,222
AL,BG,-1,0,223
AL,BF,e-visa,0,224
AL,BI,visa on arrival,30,225
AL,KH,visa on arrival,30,226
AL,CM,e-visa,0,227
AL,CA,visa required,0,228
AL,CV,visa on arrival,0,229
AL,CF,visa required,0,230
AL,TD,visa required,0,231
AL,CL,-1,0,232
AL,CN,-1,0,233
AL,CO,-1,0,234
AL,KM,visa on arrival,45,235
AL,CG,visa required,0,236
AL,CD,e-visa,90,237
AL,CR,visa required,0,238
AL,CI,e-visa,90,239
AL,HR,-1,0,240
AL,CU,visa required,30,241
AL,CY,-1,0,242
AL,CZ,-1,0,243
AL,DK,-1,0,244
AL,DJ,e-visa,90,245
AL,DO,visa free,0,246
AL,EC,e-visa,0,247
AL,EG,visa on arrival,30,248
AL,SV,-1,0,249
AL,GQ,e-visa,0,250
AL,ER,visa required,0,251
AL,EE,-1,0,252
AL,SZ,visa required,0,253
AL,ET,e-visa,90,254
AL,FJ,visa required,0,255
AL,FI,-1,0,256
AL,FR,-1,0,257
AL,GA,e-visa,90,258
AL,GM,-1,0,259
AL,GE,-1,0,260
AL,DE,-1,0,261
AL,GH,visa required,0,262
AL,GR,-1,0,263
AL,GD,visa required,0,264
AL,GT,visa required,0,265
AL,GN,e-visa,90,266
AL,GW,visa on arrival,90,267
AL,GY,-1,0,268
AL,HN,visa required,0,269
AL,HK,-1,0,270
AL,HU,-1,0,271
AL,IS,-1,0,272
AL,IN,e-visa,30,273
AL,ID,visa on arrival,30,274
AL,IR,e-visa,30,275
AL,IQ,visa required,0,276
AL,IE,visa required,0,277
AL,IL,-1,0,278
AL,IT,-1,0,279
AL,JM,visa on arrival,30,280
AL,JP,visa required,0,281
AL,JO,visa on arrival,0,282
AL,KZ,-1,0,283
AL,KE,e-visa,90,284
AL,KI,visa required,0,285
AL,XK,-1,0,286
AL,KW,visa required,0,287
AL,KG,-1,0,288
AL,LA,visa on arrival,30,289
AL,LV,-1,0,290
AL,LB,visa required,0,291
AL,LS,e-visa,14,292
AL,LR,visa required,0,293
AL,LY,visa required,0,294
AL,LI,-1,0,295
AL,LT,-1,0,296
AL,LU,-1,0,297
AL,MO,-1,0,298
AL,MG,visa on arrival,90,299
AL,MW,visa on arrival,30,300
AL,MY,-1,0,301
AL,MV,visa on arrival,30,302
AL,ML,visa required,0,303
AL,MT,-1,0,304
AL,MH,visa required,0,305
AL,MR,visa on arrival,0,306
AL,MU,visa on arrival,60,307
AL,MX,visa required,0,308
AL,MD,-1,0,309
AL,MC,-1,0,310
AL,MN,e-visa,0,311
AL,ME,-1,0,312
AL,MA,visa required,0,313
AL,MZ,visa on arrival,30,314
AL,MM,e-visa,0,315
AL,,visa required,0,316
AL,NR,visa required,0,317
AL,NP,visa on arrival,150,318
AL,NL,-1,0,319
AL,NZ,visa required,0,320
AL,NI,visa required,0,321
AL,NE,visa required,0,322
AL,NG,e-visa,0,323
AL,KP,visa required,0,324
AL,MK,-1,0,325
AL,NO,-1,0,326
AL,OM,e-visa,0,327
AL,PK,e-visa,0,328
AL,PW,visa on arrival,30,329
AL,PS,visa free,0,330
AL,PA,visa required,0,331
AL,PG,visa required,0,332
AL,PY,visa required,0,333
AL,PE,visa required,0,334
AL,PH,visa required,0,335
AL,PL,-1,0,336
AL,PT,-1,0,337
AL,QA,visa required,0,338
AL,RO,-1,0,339
AL,RU,visa required,0,340
AL,RW,-1,0,341
AL,KN,e-visa,0,342
AL,LC,visa required,0,343
AL,WS,visa on arrival,90,344
AL,SM,-1,0,345
AL,ST,e-visa,0,346
AL,SA,visa on arrival,90,347
AL,SN,visa required,0,348
AL,RS,-1,0,349
AL,SL,e-visa,0,350
AL,SG,-1,0,351
AL,SK,-1,0,352
AL,SI,-1,0,353
AL,SB,visa required,0,354
AL,SO,visa required,0,355
AL,ZA,e-visa,0,356
AL,KR,e-visa,30,357
AL,SS,e-visa,0,358
AL,ES,-1,0,359
AL,LK,e-visa,30,360
AL,VC,-1,0,361
AL,SD,visa required,0,362
AL,SR,visa required,90,363
AL,SE,-1,0,364
AL,CH,-1,0,365
AL,SY,visa required,0,366
AL,TW,visa required,0,367
AL,TJ,e-visa,0,368
AL,TZ,visa on arrival,0,369
AL,TH,e-visa,0,370
AL,TL,visa on arrival,30,371
AL,TG,visa on arrival,15,372
AL,TO,visa required,0,373
AL,TT,-1,0,374
AL,TN,visa required,0,375
AL,TM,visa required,0,376
AL,TV,visa on arrival,30,377
AL,TR,-1,0,378
AL,UG,e-visa,0,379
AL,UA,-1,0,380
AL,AE,-1,0,381
AL,GB,visa required,0,382
AL,US,visa required,0,383
AL,UY,visa required,0,384
AL,UZ,e-visa,30,385
AL,VU,visa required,0,386
AL,VA,-1,0,387
AL,VE,visa required,0,388
AL,VN,e-visa,90,389
AL,YE,visa required,0,390
AL,ZM,visa on arrival,90,391
AL,ZW,visa on arrival,90,392
AL,AF,visa required,0,393
AL,DM,-1,0,394
AL,HT,-1,0,395
AL,SC,-1,0,396
DZ,AL,e-visa,0,397
DZ,DZ,-1,0,398
DZ,AD,visa required,0,399
DZ,AO,-1,0,400
DZ,AG,e-visa,0,401
DZ,AR,visa required,0,402
DZ,AM,e-visa,120,403
DZ,AU,e-visa,0,404
DZ,AT,visa required,0,405
DZ,AZ,e-visa,30,406
DZ,BS,e-visa,0,407
DZ,BH,e-visa,0,408
DZ,BD,visa required,0,409
DZ,BB,-1,0,410
DZ,BY,visa required,0,411
DZ,BE,visa required,0,412
DZ,BZ,visa required,0,413
DZ,BJ,-1,0,414
DZ,BT,e-visa,0,415
DZ,BO,visa on arrival,90,416
DZ,BA,visa required,0,417
DZ,BW,e-visa,0,418
DZ,BR,visa required,0,419
DZ,BN,visa required,0,420
DZ,BG,visa required,0,421
DZ,BF,e-visa,0,422
DZ,BI,visa on arrival,30,423
DZ,KH,visa on arrival,30,424
DZ,CM,e-visa,0,425
DZ,CA,visa required,0,426
DZ,CV,visa on arrival,0,427
DZ,CF,visa required,0,428
DZ,TD,visa required,0,429
DZ,CL,visa required,0,430
DZ,CN,visa required,0,431
DZ,CO,e-visa,0,432
DZ,KM,visa on arrival,45,433
DZ,CG,visa required,0,434
DZ,CD,e-visa,90,435
DZ,CR,visa required,0,436
DZ,CI,e-visa,90,437
DZ,HR,visa required,0,438
DZ,CU,visa required,30,439
DZ,CY,visa required,0,440
DZ,CZ,visa required,0,441
DZ,DK,visa required,0,442
DZ,DJ,e-visa,90,443
DZ,DO,visa required,0,444
DZ,EC,-1,0,445
DZ,EG,visa required,0,446
DZ,SV,e-visa,0,447
DZ,GQ,e-visa,0,448
DZ,ER,visa required,0,449
DZ,EE,visa required,0,450
DZ,SZ,visa required,0,451
DZ,ET,visa on arrival,90,452
DZ,FJ,visa required,0,453
DZ,FI,visa required,0,454
DZ,FR,visa required,0,455
DZ,GA,e-visa,90,456
DZ,GM,-1,0,457
DZ,GE,e-visa,0,458
DZ,DE,visa required,0,459
DZ,GH,visa on arrival,30,460
DZ,GR,visa required,0,461
DZ,GD,visa required,0,462
DZ,GT,visa required,0,463
DZ,GN,visa free,0,464
DZ,GW,visa on arrival,90,465
DZ,GY,visa required,0,466
DZ,HN,visa required,0,467
DZ,HK,-1,0,468
DZ,HU,visa required,0,469
DZ,IS,visa required,0,470
DZ,IN,visa required,0,471
DZ,ID,e-visa,0,472
DZ,IR,e-visa,30,473
DZ,IQ,visa required,0,474
DZ,IE,visa required,0,475
DZ,IL,visa required,0,476
DZ,IT,visa required,0,477
DZ,JM,visa required,0,478
DZ,JP,visa required,0,479
DZ,JO,visa on arrival,30,480
DZ,KZ,e-visa,0,481
DZ,KE,e-visa,90,482
DZ,KI,visa required,0,483
DZ,XK,visa required,0,484
DZ,KW,visa required,0,485
DZ,KG,e-visa,0,486
DZ,LA,visa required,0,487
DZ,LV,visa required,0,488
DZ,LB,visa on arrival,30,489
DZ,LS,e-visa,14,490
DZ,LR,visa required,0,491
DZ,LY,visa required,0,492
DZ,LI,visa required,0,493
DZ,LT,visa required,0,494
DZ,LU,visa required,0,495
DZ,MO,visa on arrival,30,496
DZ,MG,visa on arrival,90,497
DZ,MW,e-visa,90,498
DZ,MY,-1,0,499
DZ,MV,visa on arrival,30,500
DZ,ML,-1,0,501
DZ,MT,visa required,0,502
DZ,MH,visa required,0,503
DZ,MR,-1,0,504
DZ,MU,visa on arrival,14,505
DZ,MX,visa required,0,506
DZ,MD,e-visa,0,507
DZ,MC,visa required,0,508
DZ,MN,visa required,0,509
DZ,ME,visa required,0,510
DZ,MA,-1,0,511
DZ,MZ,visa on arrival,30,512
DZ,MM,e-visa,0,513
DZ,,visa required,0,514
DZ,NR,visa required,0,515
DZ,NP,visa on arrival,150,516
DZ,NL,visa required,0,517
DZ,NZ,visa required,0,518
DZ,NI,visa on arrival,30,519
DZ,NE,visa required,0,520
DZ,NG,visa on arrival,0,521
DZ,KP,visa required,0,522
DZ,MK,visa required,0,523
DZ,NO,visa required,0,524
DZ,OM,e-visa,0,525
DZ,PK,e-visa,0,526
DZ,PW,visa on arrival,30,527
DZ,PS,visa free,0,528
DZ,PA,visa required,0,529
DZ,PG,visa required,0,530
DZ,PY,visa required,0,531
DZ,PE,visa required,0,532
DZ,PH,visa required,0,533
DZ,PL,visa required,0,534
DZ,PT,visa required,0,535
DZ,QA,visa required,0,536
DZ,RO,visa required,0,537
DZ,RU,visa required,0,538
DZ,RW,-1,0,539
DZ,KN,e-visa,0,540
DZ,LC,visa required,0,541
DZ,WS,visa on arrival,90,542
DZ,SM,visa required,0,543
DZ,ST,e-visa,0,544
DZ,SA,visa required,0,545
DZ,SN,visa on arrival,30,546
DZ,RS,visa required,0,547
DZ,SL,e-visa,0,548
DZ,SG,e-visa,0,549
DZ,SK,visa required,0,550
DZ,SI,visa required,0,551
DZ,SB,visa required,0,552
DZ,SO,visa required,0,553
DZ,ZA,e-visa,0,554
DZ,KR,e-visa,0,555
DZ,SS,e-visa,0,556
DZ,ES,visa required,0,557
DZ,LK,e-visa,30,558
DZ,VC,-1,0,559
DZ,SD,visa required,0,560
DZ,SR,visa required,90,561
DZ,SE,visa required,0,562
DZ,CH,visa required,0,563
DZ,SY,visa free,0,564
DZ,TW,visa required,0,565
DZ,TJ,visa on arrival,45,566
DZ,TZ,visa on arrival,0,567
DZ,TH,e-visa,0,568
DZ,TL,visa on arrival,30,569
DZ,TG,visa on arrival,15,570
DZ,TO,visa required,0,571
DZ,TT,visa required,0,572
DZ,TN,-1,0,573
DZ,TM,visa required,0,574
DZ,TV,visa on arrival,30,575
DZ,TR,visa required,0,576
DZ,UG,e-visa,0,577
DZ,UA,visa required,0,578
DZ,AE,visa required,0,579
DZ,GB,visa required,0,580
DZ,US,visa required,0,581
DZ,UY,visa required,0,582
DZ,UZ,e-visa,30,583
DZ,VU,visa required,0,584
DZ,VA,visa required,0,585
DZ,VE,visa required,0,586
DZ,VN,e-visa,90,587
DZ,YE,visa on arrival,30,588
DZ,ZM,e-visa,0,589
DZ,ZW,visa on arrival,90,590
DZ,AF,visa required,0,591
DZ,DM,-1,0,592
DZ,HT,-1,0,593
DZ,SC,-1,0,594
AD,AL,-1,0,595
AD,DZ,visa required,0,596
AD,AD,-1,0,597
AD,AO,visa required,0,598
AD,AG,-1,0,599
AD,AR,-1,0,600
AD,AM,-1,0,601
AD,AU,e-visa,90,602
AD,AT,-1,0,603
AD,AZ,e-visa,30,604
AD,BS,-1,0,605
AD,BH,visa on arrival,30,606
AD,BD,visa on arrival,30,607
AD,BB,-1,0,608
AD,BY,-1,0,609
AD,BE,-1,0,610
AD,BZ,visa free,0,611
AD,BJ,e-visa,0,612
AD,BT,e-visa,0,613
AD,BO,-1,0,614
AD,BA,-1,0,615
AD,BW,e-visa,0,616
AD,BR,-1,0,617
AD,BN,visa required,0,618
AD,BG,-1,0,619
AD,BF,e-visa,0,620
AD,BI,visa on arrival,30,621
AD,KH,visa on arrival,30,622
AD,CM,e-visa,0,623
AD,CA,e-visa,180,624
AD,CV,-1,0,625
AD,CF,visa required,0,626
AD,TD,visa required,0,627
AD,CL,-1,0,628
AD,CN,visa required,0,629
AD,CO,-1,0,630
AD,KM,visa on arrival,45,631
AD,CG,visa required,0,632
AD,CD,e-visa,90,633
AD,CR,-1,0,634
AD,CI,e-visa,90,635
AD,HR,-1,0,636
AD,CU,visa required,30,637
AD,CY,-1,0,638
AD,CZ,-1,0,639
AD,DK,-1,0,640
AD,DJ,e-visa,90,641
AD,DO,visa free,0,642
AD,EC,-1,0,643
AD,EG,visa on arrival,30,644
AD,SV,-1,0,645
AD,GQ,e-visa,0,646
AD,ER,visa required,0,647
AD,EE,-1,0,648
AD,SZ,-1,0,649
AD,ET,e-visa,90,650
AD,FJ,visa required,0,651
AD,FI,-1,0,652
AD,FR,-1,0,653
AD,GA,e-visa,90,654
AD,GM,-1,0,655
AD,GE,-1,0,656
AD,DE,-1,0,657
AD,GH,visa required,0,658
AD,GR,-1,0,659
AD,GD,visa required,0,660
AD,GT,-1,0,661
AD,GN,e-visa,90,662
AD,GW,visa on arrival,90,663
AD,GY,visa required,0,664
AD,HN,-1,0,665
AD,HK,-1,0,666
AD,HU,-1,0,667
AD,IS,-1,0,668
AD,IN,e-visa,30,669
AD,ID,visa on arrival,30,670
AD,IR,e-visa,30,671
AD,IQ,visa required,0,672
AD,IE,-1,0,673
AD,IL,-1,0,674
AD,IT,-1,0,675
AD,JM,visa on arrival,30,676
AD,JP,-1,0,677
AD,JO,visa on arrival,0,678
AD,KZ,e-visa,0,679
AD,KE,e-visa,90,680
AD,KI,visa required,0,681
AD,XK,-1,0,682
AD,KW,visa on arrival,90,683
AD,KG,visa on arrival,60,684
AD,LA,visa on arrival,30,685
AD,LV,-1,0,686
AD,LB,visa on arrival,30,687
AD,LS,e-visa,14,688
AD,LR,visa required,0,689
AD,LY,visa required,0,690
AD,LI,-1,0,691
AD,LT,-1,0,692
AD,LU,-1,0,693
AD,MO,-1,0,694
AD,MG,visa on arrival,90,695
AD,MW,visa on arrival,30,696
AD,MY,-1,0,697
AD,MV,visa on arrival,30,698
AD,ML,visa required,0,699
AD,MT,-1,0,700
AD,MH,visa on arrival,90,701
AD,MR,visa on arrival,0,702
AD,MU,visa on arrival,60,703
AD,MX,-1,0,704
AD,MD,-1,0,705
AD,MC,-1,0,706
AD,MN,e-visa,0,707
AD,ME,-1,0,708
AD,MA,-1,0,709
AD,MZ,visa on arrival,30,710
AD,MM,visa required,0,711
AD,,visa required,0,712
AD,NR,visa required,0,713
AD,NP,visa on arrival,150,714
AD,NL,-1,0,715
AD,NZ,e-visa,90,716
AD,NI,-1,0,717
AD,NE,visa required,0,718
AD,NG,e-visa,0,719
AD,KP,visa required,0,720
AD,MK,-1,0,721
AD,NO,-1,0,722
AD,OM,visa on arrival,30,723
AD,PK,e-visa,0,724
AD,PW,visa on arrival,30,725
AD,PS,visa free,0,726
AD,PA,-1,0,727
AD,PG,e-visa,60,728
AD,PY,-1,0,729
AD,PE,-1,0,730
AD,PH,-1,0,731
AD,PL,-1,0,732
AD,PT,-1,0,733
AD,QA,visa on arrival,30,734
AD,RO,-1,0,735
AD,RU,-1,0,736
AD,RW,-1,0,737
AD,KN,e-visa,0,738
AD,LC,-1,0,739
AD,WS,visa on arrival,90,740
AD,SM,-1,0,741
AD,ST,-1,0,742
AD,SA,visa on arrival,90,743
AD,SN,visa on arrival,30,744
AD,RS,-1,0,745
AD,SL,e-visa,0,746
AD,SG,-1,0,747
AD,SK,-1,0,748
AD,SI,-1,0,749
AD,SB,visa on arrival,90,750
AD,SO,visa required,0,751
AD,ZA,-1,0,752
AD,KR,e-visa,30,753
AD,SS,e-visa,0,754
AD,ES,-1,0,755
AD,LK,e-visa,30,756
AD,VC,-1,0,757
AD,SD,visa required,0,758
AD,SR,visa required,90,759
AD,SE,-1,0,760
AD,CH,-1,0,761
AD,SY,visa required,0,762
AD,TW,-1,0,763
AD,TJ,visa on arrival,45,764
AD,TZ,visa on arrival,0,765
AD,TH,-1,0,766
AD,TL,visa on arrival,30,767
AD,TG,visa on arrival,15,768
AD,TO,visa required,0,769
AD,TT,visa required,0,770
AD,TN,-1,0,771
AD,TM,visa required,0,772
AD,TV,visa on arrival,30,773
AD,TR,-1,0,774
AD,UG,e-visa,0,775
AD,UA,-1,0,776
AD,AE,-1,0,777
AD,GB,-1,0,778
AD,US,e-visa,90,779
AD,UY,-1,0,780
AD,UZ,-1,0,781
AD,VU,-1,0,782
AD,VA,-1,0,783
AD,VE,-1,0,784
AD,VN,e-visa,90,785
AD,YE,visa required,0,786
AD,ZM,visa on arrival,90,787
AD,ZW,visa on arrival,90,788
AD,AF,visa required,0,789
AD,DM,-1,0,790
AD,HT,-1,0,791
AD,SC,-1,0,792
AO,AL,e-visa,0,793
AO,DZ,visa required,0,794
AO,AD,visa required,0,795
AO,AO,-1,0,796
AO,AG,e-visa,0,797
AO,AR,visa required,0,798
AO,AM,visa required,0,799
AO,AU,e-visa,0,800
AO,AT,visa required,0,801
AO,AZ,visa required,0,802
AO,BS,e-visa,0,803
AO,BH,e-visa,0,804
AO,BD,visa on arrival,30,805
AO,BB,-1,0,806
AO,BY,visa required,0,807
AO,BE,visa required,0,808
AO,BZ,visa required,0,809
AO,BJ,-1,0,810
AO,BT,e-visa,0,811
AO,BO,visa on arrival,90,812
AO,BA,visa required,0,813
AO,BW,-1,0,814
AO,BR,visa required,0,815
AO,BN,visa required,0,816
AO,BG,visa required,0,817
AO,BF,e-visa,0,818
AO,BI,visa on arrival,30,819
AO,KH,visa on arrival,30,820
AO,CM,e-visa,0,821
AO,CA,visa required,0,822
AO,CV,visa free,0,823
AO,CF,visa required,0,824
AO,TD,visa required,0,825
AO,CL,visa required,0,826
AO,CN,visa required,0,827
AO,CO,e-visa,0,828
AO,KM,visa on arrival,45,829
AO,CG,visa required,0,830
AO,CD,e-visa,90,831
AO,CR,visa required,0,832
AO,CI,e-visa,90,833
AO,HR,visa required,0,834
AO,CU,visa required,30,835
AO,CY,visa required,0,836
AO,CZ,visa required,0,837
AO,DK,visa required,0,838
AO,DJ,e-visa,90,839
AO,DO,visa required,0,840
AO,EC,e-visa,0,841
AO,EG,visa required,0,842
AO,SV,e-visa,0,843
AO,GQ,e-visa,0,844
AO,ER,visa required,0,845
AO,EE,visa required,0,846
AO,SZ,visa required,0,847
AO,ET,visa on arrival,90,848
AO,FJ,visa required,0,849
AO,FI,visa required,0,850
AO,FR,visa required,0,851
AO,GA,e-visa,90,852
AO,GM,-1,0,853
AO,GE,e-visa,0,854
AO,DE,visa required,0,855
AO,GH,visa on arrival,30,856
AO,GR,visa required,0,857
AO,GD,visa required,0,858
AO,GT,visa required,0,859
AO,GN,e-visa,90,860
AO,GW,visa on arrival,90,861
AO,GY,visa required,0,862
AO,HN,visa required,0,863
AO,HK,e-visa,0,864
AO,HU,visa required,0,865
AO,IS,visa required,0,866
AO,IN,e-visa,30,867
AO,ID,e-visa,0,868
AO,IR,e-visa,30,869
AO,IQ,visa required,0,870
AO,IE,visa required,0,871
AO,IL,visa required,0,872
AO,IT,visa required,0,873
AO,JM,visa required,0,874
AO,JP,visa required,0,875
AO,JO,e-visa,0,876
AO,KZ,e-visa,0,877
AO,KE,e-visa,90,878
AO,KI,visa required,0,879
AO,XK,visa required,0,880
AO,KW,visa required,0,881
AO,KG,e-visa,0,882
AO,LA,visa on arrival,30,883
AO,LV,visa required,0,884
AO,LB,visa required,0,885
AO,LS,e-visa,14,886
AO,LR,visa required,0,887
AO,LY,visa required,0,888
AO,LI,visa required,0,889
AO,LT,visa required,0,890
AO,LU,visa required,0,891
AO,MO,visa on arrival,30,892
AO,MG,visa on arrival,90,893
AO,MW,e-visa,90,894
AO,MY,e-visa,14,895
AO,MV,visa on arrival,30,896
AO,ML,visa required,0,897
AO,MT,visa required,0,898
AO,MH,visa required,0,899
AO,MR,visa on arrival,0,900
AO,MU,-1,0,901
AO,MX,visa required,0,902
AO,MD,e-visa,0,903
AO,MC,visa required,0,904
AO,MN,e-visa,0,905
AO,ME,visa required,0,906
AO,MA,visa required,0,907
AO,MZ,-1,0,908
AO,MM,visa required,0,909
AO,,-1,0,910
AO,NR,visa required,0,911
AO,NP,visa on arrival,150,912
AO,NL,visa required,0,913
AO,NZ,visa required,0,914
AO,NI,visa on arrival,30,915
AO,NE,visa required,0,916
AO,NG,visa on arrival,0,917
AO,KP,visa required,0,918
AO,MK,visa required,0,919
AO,NO,visa required,0,920
AO,OM,e-visa,0,921
AO,PK,e-visa,30,922
AO,PW,visa on arrival,30,923
AO,PS,visa required,0,924
AO,PA,visa required,0,925
AO,PG,visa required,0,926
AO,PY,visa required,0,927
AO,PE,visa required,0,928
AO,PH,-1,0,929
AO,PL,visa required,0,930
AO,PT,visa required,0,931
AO,QA,visa required,0,932
AO,RO,visa required,0,933
AO,RU,visa required,0,934
AO,RW,-1,0,935
AO,KN,e-visa,0,936
AO,LC,visa required,0,937
AO,WS,visa on arrival,90,938
AO,SM,visa required,0,939
AO,ST,visa free,0,940
AO,SA,visa required,0,941
AO,SN,visa on arrival,30,942
AO,RS,visa required,0,943
AO,SL,e-visa,0,944
AO,SG,-1,0,945
AO,SK,visa required,0,946
AO,SI,visa required,0,947
AO,SB,visa required,0,948
AO,SO,visa required,0,949
